State,District,Party,Margin,Lean,Minority,Nat_Margin,Year,Fresh,Calculated_C6,Year1,Midterm,Avg_Def,DefxParty,DefxLean,DefxMin,DefxNat_Margin,DefxYear1,DefxFresh,DefxMid,Has_Pres,DefxHas_Pres,Avg_Def_Adj,Abs_lean
NC,8,0,9.001843244,8.5,0,4.8,2002,0,-1.928952262,0,1,7.1574642,0,-19.5489882,0,-11.03942863,0,0,-2.299880964,1,-2.299880964,-2.299880964,8.5
CT,5,0,10.98570569,-8.5,0,4.8,2002,0,0.017979965,0,1,15.9375,0,-55.0813161,0,31.10474321,0,0,6.480154836,1,6.480154836,6.480154836,8.5
FL,7,0,19.15537468,8.5,0,4.8,2002,0,-0.484381276,0,1,7.5413223,0,-16.28619435,0,-9.196909748,0,0,-1.916022864,1,-1.916022864,-1.916022864,8.5
CA,11,0,20.62935455,8.5,0,4.8,2002,0,-0.262019072,0,1,8.3157895,0,-9.703223146,0,-5.479467188,0,0,-1.141555664,1,-1.141555664,-1.141555664,8.5
NY,22,1,20.71919322,8.5,1,-4.8,2002,0,0.153797388,0,1,18.0584551,-1.322762217,-11.24347884,-1.322762217,6.34925864,0,0,-1.322762217,0,0,-1.322762217,8.5
CO,2,1,23.32596997,8.5,1,-4.8,2002,0,0.288838701,0,1,18.6405767,-0.740640617,-6.295445242,-0.740640617,3.55507496,0,0,-0.740640617,0,0,-0.740640617,8.5
FL,15,0,26.30112526,8.5,0,4.8,2002,0,0.398598706,0,1,8.7628866,0,-5.902897796,0,-3.333401108,0,0,-0.694458564,1,-0.694458564,-0.694458564,8.5
FL,8,0,30.27384544,8.5,0,4.8,2002,1,2.083503672,0,1,6.0126582,0,-29.2798392,0,-16.53449743,0,-3.444686964,-3.444686964,1,-3.444686964,-3.444686964,8.5
WA,6,1,32.85007432,8.5,1,-4.8,2002,0,0.795378343,0,1,18.7435633,-0.637654017,-5.420059142,-0.637654017,3.06073928,0,0,-0.637654017,0,0,-0.637654017,8.5
OH,15,0,33.17782606,8.5,0,4.8,2002,0,1.219089906,0,1,8.5059978,0,-8.086452596,0,-4.566467348,0,0,-0.951347364,1,-0.951347364,-0.951347364,8.5
OH,13,1,37.93432073,8.5,1,-4.8,2002,0,1.122565741,0,1,17.8096213,-1.571596017,-13.35856614,-1.571596017,7.54366088,0,0,-1.571596017,0,0,-1.571596017,8.5
FL,9,0,42.9293526,8.5,0,4.8,2002,0,2.554850517,0,1,7.8756477,0,-13.44442845,0,-7.592147828,0,0,-1.581697464,1,-1.581697464,-1.581697464,8.5
OH,14,0,44.3022557,8.5,0,4.8,2002,0,2.058549612,0,1,10.4413348,0,8.363911904,0,4.723150252,0,0,0.983989636,1,0.983989636,0.983989636,8.5
PA,11,1,-9.401114579,8.52,0,-6.8,2010,0,-3.531413437,8,1,6.2769231,-0.66479505,-5.664053822,0,4.520606337,-5.318360396,0,-0.66479505,1,-0.66479505,-0.66479505,8.52
PA,11,1,3.254682044,8.52,0,10.6,2008,0,-4.813869542,6,0,5.1094891,-0.57711081,-4.916984101,0,-6.117374585,-3.46266486,0,0,0,0,-0.57711081,8.52
CA,18,1,16.96810603,8.52,0,-6.8,2010,0,0.656317602,8,1,6.4036223,-0.53809585,-4.584576638,0,3.659051777,-4.304766796,0,-0.53809585,1,-0.53809585,-0.53809585,8.52
FL,18,0,24.29681891,8.5666637,0,-8,2006,0,1.297581276,4,1,9.6631206,0,-10.94339478,0,10.21951617,-5.109758087,0,-1.277439522,1,-1.277439522,-1.277439522,8.5666637
FL,18,0,29.45369669,8.5666637,0,2.6,2004,0,0.713190363,2,0,11.9257951,0,-1.114465462,0,-0.338242553,-0.260186579,0,0,1,-0.13009329,-0.13009329,8.5666637
CA,45,0,21.32407109,8.5666687,0,-8,2006,0,0.891264974,4,1,10.7329843,0,-1.778233296,0,1.660606575,-0.830303287,0,-0.207575822,1,-0.207575822,-0.207575822,8.5666687
CA,45,0,33.21445616,8.5666687,0,2.6,2004,0,0.993891624,2,0,12.3415046,0,2.446779449,0,0.742602147,0.571232421,0,0,1,0.28561621,0.28561621,8.5666687
OH,16,1,-10.82008022,-8.58,0,-6.8,2010,1,-0.686339239,8,1,9.2421442,2.30042605,-19.73765551,0,-15.64289714,18.4034084,2.30042605,2.30042605,1,2.30042605,2.30042605,8.58
WI,6,0,27.50356052,8.58,1,-10.6,2008,0,0.900581803,6,0,16.1377084,0,8.673894714,1.01094344,-10.71600046,6.065660639,0,0,1,1.01094344,1.01094344,8.58
WI,6,0,41.38730062,8.58,1,6.8,2010,0,0.749024776,8,1,17.7981651,0,5.440253485,0.634062178,4.311622808,5.072497422,0,0.634062178,0,0,0.634062178,8.58
CA,3,1,16.14589388,8.6,1,8.6,2018,0,-0.906534041,16,1,14.8753224,-0.770989986,-6.630513882,-0.770989986,-6.630513882,-12.33583978,0,-0.770989986,0,0,-0.770989986,8.6
CA,3,1,18.70286341,8.6,1,-1.1,2016,0,-0.167830493,14,0,15.0039277,0.844069435,7.258997142,0.844069435,-0.928476379,11.81697209,0,0,1,0.844069435,0.844069435,8.6
CA,21,0,-0.758695958,-8.62,0,-8.6,2018,0,0.030614169,16,1,8.0168776,0,-11.98168722,0,-11.95388749,22.23979067,0,1.389986917,1,1.389986917,1.389986917,8.62
CA,21,0,13.4765271,-8.62,0,1.1,2016,0,0.699734172,14,0,8.6757991,0,-3.943523817,0,0.503233898,6.404795063,0,0,0,0,0.457485362,8.62
FL,26,0,-1.749230279,-8.66,0,-8.6,2018,0,-0.052364217,16,1,13.6851521,0,-61.12454387,0,-60.70104819,112.9321827,0,7.058261417,1,7.058261417,7.058261417,8.66
FL,26,0,11.78219304,-8.66,0,1.1,2016,1,0.546871611,14,0,17.3106646,0,-78.73975846,0,10.00158595,127.2929121,9.092350862,0,0,0,9.092350862,8.66
VA,4,0,19.14199706,8.68,1,-10.6,2008,0,0.439042379,6,0,13.8950893,0,-10.69094473,-1.23167566,13.055762,-7.390053961,0,0,1,-1.23167566,-1.23167566,8.68
VA,4,0,24.88091578,8.68,1,6.8,2010,0,-0.206155893,8,1,15.7470552,0,-12.29997423,-1.417047722,-9.635924512,-11.33638178,0,-1.417047722,0,0,-1.417047722,8.68
PA,16,0,15.43904446,8.70013,0,5.7,2014,0,-1.195269852,12,1,6.9373942,0,-8.206397812,0,-5.376525124,-11.31900026,0,-0.943250022,0,0,-0.943250022,8.70013
FL,18,0,8.602373532,8.71,0,-8.6,2018,1,0.218871817,16,1,10.6187291,0,34.76891261,0,-34.32981039,63.86941467,3.991838417,3.991838417,1,3.991838417,3.991838417,8.71
CT,4,0,3.377683368,-8.7666663,0,-8,2006,0,0.161889449,4,1,24.4986922,0,-118.8596196,0,-108.4650566,54.23252831,0,13.55813208,1,13.55813208,13.55813208,8.7666663
CT,4,0,4.868823711,-8.7666663,0,2.6,2004,0,-0.174009771,2,0,21.4527027,0,-82.37873534,0,24.43171721,18.79362862,0,0,1,9.39681431,9.39681431,8.7666663
OH,3,0,26.63925612,8.78,1,-10.6,2008,0,0.678551652,6,0,19.934462,0,42.21158001,4.80769704,-50.96158862,28.84618224,0,0,1,4.80769704,4.80769704,8.78
OH,3,0,36.22480855,8.78,1,6.8,2010,0,0.360183645,8,1,22.2839506,0,44.95226261,5.119847678,34.81496421,40.95878142,0,5.119847678,0,0,5.119847678,8.78
TN,5,1,32.45253616,8.80007,1,1.2,2012,0,0.338877273,10,0,26.8384664,10.6029327,93.30655,10.6029327,12.72351924,106.029327,0,0,1,10.6029327,10.6029327,8.80007
MA,9,1,18.79553481,8.85,1,8.6,2018,0,-0.682220193,16,1,16.1434978,0.497185414,4.400090912,0.497185414,4.275794558,7.95496662,0,0.497185414,0,0,0.497185414,8.85
MA,9,1,20.80729954,8.85,1,-1.1,2016,0,-0.040483588,14,0,14.6171694,0.457311135,4.047203546,0.457311135,-0.503042249,6.402355892,0,0,1,0.457311135,0.457311135,8.85
AZ,8,1,1.465557977,-8.88,0,-6.8,2010,0,0.071569571,8,1,15.2897657,8.34804755,-74.13066225,0,-56.76672334,66.7843804,0,8.34804755,1,8.34804755,8.34804755,8.88
AZ,8,1,11.90376097,-8.88,0,10.6,2008,1,0.150185427,6,0,10.0441501,4.35755019,-38.69504569,0,46.19003201,26.14530114,4.35755019,0,0,0,4.35755019,8.88
CA,26,0,10.77756591,8.8999997,0,2.6,2004,0,-1.183561476,2,0,8.7939698,0,-29.03107447,0,-8.480988333,-6.523837179,0,0,1,-3.26191859,-3.26191859,8.8999997
CA,26,0,19.06287679,8.8999997,0,-8,2006,0,1.004389048,4,1,7.0364238,0,-34.74681209,0,31.23309057,-15.61654529,0,-3.904136322,1,-3.904136322,-3.904136322,8.8999997
WI,8,0,40.30164676,8.8999997,0,2.6,2004,0,1.313130415,2,0,14.5574855,0,22.26421353,0,6.504152487,5.003194221,0,0,1,2.50159711,2.50159711,8.8999997
NY,26,0,4.023860978,8.9000007,0,-8,2006,0,-0.964157286,4,1,8.2680592,0,-23.78526008,0,21.38000737,-10.69000369,0,-2.672500922,1,-2.672500922,-2.672500922,8.9000007
NY,26,0,6.522050579,8.9000007,0,2.6,2004,0,-1.938869636,2,0,7.5630252,0,-39.98648553,0,-11.68144429,-8.985726379,0,0,1,-4.49286319,-4.49286319,8.9000007
IA,2,1,5.113251795,8.90003,1,-5.7,2014,0,-0.627203211,12,1,19.6638655,2.31856639,20.63531043,2.31856639,-13.21582842,27.82279668,0,2.31856639,1,2.31856639,2.31856639,8.90003
MA,9,1,9.617012912,8.99995,1,-5.7,2014,0,-0.478111588,12,1,16.5247019,-0.82059721,-7.385333861,-0.82059721,4.677404097,-9.847166521,0,-0.82059721,1,-0.82059721,-0.82059721,8.99995
IA,1,1,1.995713649,9.02,0,-6.8,2010,0,-2.127624625,8,1,5.2291801,-1.71253805,-15.44709321,0,11.64525874,-13.7003044,0,-1.71253805,1,-1.71253805,-1.71253805,9.02
IA,1,1,29.21328128,9.02,0,10.6,2008,1,1.196711966,6,0,5.0704225,-0.61617741,-5.557920238,0,-6.531480545,-3.69706446,-0.61617741,0,0,0,-0.61617741,9.02
CT,4,1,6.635814889,9.03315,1,-5.7,2014,0,-0.630390972,12,1,17.2995781,-0.04572101,-0.413004742,-0.04572101,0.260609757,-0.548652121,0,-0.04572101,1,-0.04572101,-0.04572101,9.03315
IL,3,1,36.96661499,9.03337,1,1.2,2012,0,0.621781173,10,0,21.619898,5.384364304,48.63895497,5.384364304,6.461237165,53.84364304,0,0,1,5.384364304,5.384364304,9.03337
NY,1,0,-0.981659156,9.06,0,-8.6,2018,0,-1.534709232,16,1,8.1911263,0,14.17197469,0,-13.45242631,25.02776987,0,1.564235617,1,1.564235617,1.564235617,9.06
NY,1,0,9.302774964,9.06,0,1.1,2016,1,-0.579753999,14,0,9.7190585,0,13.59674754,0,1.650819238,21.01042666,1.500744762,0,0,0,1.500744762,9.06
FL,16,1,-20.18657283,-9.08,0,10.6,2008,1,-3.471992784,6,0,8.7671233,3.08052339,-27.97115238,0,32.65354793,18.48314034,3.08052339,0,0,0,3.08052339,9.08
FL,25,0,6.108766938,9.08,1,-10.6,2008,0,-0.360285994,6,0,20.0330215,0,44.54880938,4.90625654,-52.00631932,29.43753924,0,0,1,4.90625654,4.90625654,9.08
FL,16,0,33.76049892,9.08,1,6.8,2010,1,0.601350255,8,1,17.3112339,0,1.335949277,0.147130978,1.000490648,1.177047822,0.147130978,0.147130978,0,0,0.147130978,9.08
WI,3,1,13.02074058,9.0998,1,-5.7,2014,0,-0.237093764,12,1,19.2668372,1.92153809,17.48561231,1.92153809,-10.95276711,23.05845708,0,1.92153809,1,1.92153809,1.92153809,9.0998
FL,7,0,17.4168539,9.09995,0,-1.2,2012,0,-0.044657618,10,0,13.8104206,0,-22.08631326,0,2.912496872,-24.27080727,0,0,0,0,-2.427080727,9.09995
TN,5,1,38.52715371,9.0999973,1,-2.6,2004,1,1.55632565,2,0,14.9790795,2.461148375,22.39644356,2.461148375,-6.398985774,4.922296749,2.461148375,0,0,0,2.461148375,9.0999973
TN,5,1,41.10035814,9.0999973,1,8,2006,0,0.553643901,4,1,21.0126582,7.579434765,68.97283589,7.579434765,60.63547812,30.31773906,0,7.579434765,0,0,7.579434765,9.0999973
PA,11,1,44.93050649,9.0999993,1,8,2006,0,0.904740506,4,1,17.0918367,3.658613265,33.29337815,3.658613265,29.26890612,14.63445306,0,3.658613265,0,0,3.658613265,9.0999993
CA,49,0,20.33811036,9.13348,0,5.7,2014,0,-0.786604324,12,1,4.7058824,0,-28.9966236,0,-18.09614238,-38.09714186,0,-3.174761822,0,0,-3.174761822,9.13348
IL,6,0,34.27070768,9.13363,0,5.7,2014,0,2.418566589,12,1,4.2301184,0,-33.34255216,0,-20.80799718,-43.80630986,0,-3.650525822,0,0,-3.650525822,9.13363
CT,2,1,33.89784587,9.16669,1,1.2,2012,0,0.685418137,10,0,14.9968494,-1.238684296,-11.35463495,-1.238684296,-1.486421155,-12.38684296,0,0,1,-1.238684296,-1.238684296,9.16669
VA,2,0,-4.939215621,9.18,1,-10.6,2008,0,-1.454354556,6,0,12.6082251,0,-23.12019592,-2.51853986,26.69652252,-15.11123916,0,0,1,-2.51853986,-2.51853986,9.18
WA,6,1,16.07846434,9.22,0,-6.8,2010,0,0.714361708,8,1,3.9399625,-3.00175565,-27.67618709,0,20.41193842,-24.0140452,0,-3.00175565,1,-3.00175565,-3.00175565,9.22
WA,6,1,33.72912826,9.22,0,10.6,2008,0,1.58603302,6,0,3.3917467,-2.29485321,-21.1585466,0,-24.32544403,-13.76911926,0,0,0,0,-2.29485321,9.22
MI,4,0,22.62332305,9.2333327,0,-8,2006,0,1.332472921,4,1,7.7977721,0,-29.01840741,0,25.14230417,-12.57115209,0,-3.142788022,1,-3.142788022,-3.142788022,9.2333327
MI,4,0,29.59607932,9.2333327,0,2.6,2004,0,0.793367033,2,0,10.3015075,0,-16.19878244,0,-4.561390313,-3.508761779,0,0,1,-1.75438089,-1.75438089,9.2333327
TN,5,1,26.62112059,9.33335,1,-5.7,2014,0,0.415614498,12,1,21.3322091,3.98690999,37.21122635,3.98690999,-22.72538694,47.84291988,0,3.98690999,1,3.98690999,3.98690999,9.33335
IA,1,1,15.34019532,9.40004,1,1.2,2012,0,-0.551435165,10,0,15.3141361,-0.921397596,-8.661174258,-0.921397596,-1.105677115,-9.21397596,0,0,1,-0.921397596,-0.921397596,9.40004
NE,2,0,-3.332186649,9.40017,0,5.7,2014,0,-3.360867728,12,1,8.2008368,0,3.009864668,0,1.825097696,3.842310939,0,0.320192578,0,0,0.320192578,9.40017
WA,9,1,28.88094097,9.4333333,1,-2.6,2004,0,0.523310166,2,0,15.9883721,3.470440975,32.73782641,3.470440975,-9.023146534,6.940881949,0,0,0,0,3.470440975,9.4333333
WA,9,1,31.44655477,9.4333333,1,8,2006,0,0.136383345,4,1,12.7749577,-0.658265735,-6.209640081,-0.658265735,-5.266125882,-2.633062941,0,-0.658265735,0,0,-0.658265735,9.4333333
IA,2,0,6.450227107,-9.5,0,4.8,2002,0,-0.199432049,0,1,17.7334732,0,-78.62321634,0,39.72541457,0,0,8.276128036,1,8.276128036,8.276128036,9.5
WA,9,1,19.94930059,9.5,1,-4.8,2002,0,0.060397617,0,1,21.4437367,2.062519383,19.59393414,2.062519383,-9.90009304,0,0,2.062519383,0,0,2.062519383,9.5
IL,17,1,24.83841817,9.5,1,-4.8,2002,0,0.363934812,0,1,16.9927909,-2.388426417,-22.69005096,-2.388426417,11.4644468,0,0,-2.388426417,0,0,-2.388426417,9.5
MO,6,0,27.84831417,9.5,0,4.8,2002,1,1.178510681,0,1,7.9673136,0,-14.15529986,0,-7.152151508,0,-1.490031564,-1.490031564,1,-1.490031564,-1.490031564,9.5
CT,4,0,28.86024076,-9.5,0,4.8,2002,0,1.181108973,0,1,15.9793814,0,-61.95934424,0,31.30577393,0,0,6.522036236,1,6.522036236,6.522036236,9.5
IL,6,0,30.18082267,9.5,0,4.8,2002,0,0.910554416,0,1,7.3145246,0,-20.35679536,0,-10.28553871,0,0,-2.142820564,1,-2.142820564,-2.142820564,9.5
CA,26,0,30.28088009,9.5,0,4.8,2002,0,0.94741198,0,1,7.1355759,0,-22.05680801,0,-11.14449247,0,0,-2.321769264,1,-2.321769264,-2.321769264,9.5
CA,44,0,32.09699244,9.5,0,4.8,2002,0,1.138760961,0,1,7.5313808,0,-18.29666146,0,-9.244628948,0,0,-1.925964364,1,-1.925964364,-1.925964364,9.5
WI,8,0,48.68731795,9.5,0,4.8,2002,0,2.754362948,0,1,9.1370558,0,-3.04274896,0,-1.537388948,0,0,-0.320289364,1,-0.320289364,-0.320289364,9.5
CO,3,0,22.28312484,9.50004,0,5.7,2014,0,-0.248289898,12,1,8.1266039,0,2.336626782,0,1.401970166,2.951516139,0,0.245959678,0,0,0.245959678,9.50004
MI,3,0,18.89531002,9.50017,0,5.7,2014,0,-0.210961188,12,1,25.6239601,0,168.5645172,0,101.1369005,212.9197905,0,17.74331588,0,0,17.74331588,9.50017
NY,2,1,20.67109863,9.52,0,-6.8,2010,0,1.66180338,8,1,4.3287327,-2.61298545,-24.87562148,0,17.76830106,-20.9038836,0,-2.61298545,1,-2.61298545,-2.61298545,9.52
NY,2,1,24.94501957,9.52,0,10.6,2008,0,-0.897654765,6,0,4.0309221,-1.65567781,-15.76205275,0,-17.55018479,-9.93406686,0,0,0,0,-1.65567781,9.52
WI,1,1,-34.74121018,-9.53,1,-1.1,2016,0,-15.52425397,14,0,2.7729636,-11.38689466,108.5171062,-11.38689466,12.52558413,-159.4165253,0,0,1,-11.38689466,-11.38689466,9.53
WI,1,0,12.29078099,9.53,0,-8.6,2018,0,0.098998737,16,1,3.7037037,0,-27.85797195,0,25.13940805,-46.77099173,0,-2.923186983,1,-2.923186983,-2.923186983,9.53
WI,1,0,34.74121018,9.53,0,1.1,2016,0,5.195593328,14,0,2.7729636,0,-51.89418682,0,-5.989885152,-76.23490194,0,0,0,0,-5.445350138,9.53
IL,16,0,41.24255288,9.53354,0,5.7,2014,0,2.016603241,12,1,8.3892617,0,4.848925073,0,2.899119626,6.103409739,0,0.508617478,0,0,0.508617478,9.53354
TX,32,0,-6.518394892,9.56,0,-8.6,2018,0,-5.235829593,16,1,3.5264484,0,-29.64022823,0,26.66380363,-49.60707653,0,-3.100442283,1,-3.100442283,-3.100442283,9.56
IL,13,0,16.67023982,9.5666647,0,-8,2006,0,0.363177343,4,1,11.5640599,0,5.964813318,0,-4.987998225,2.493999113,0,0.623499778,1,0.623499778,0.623499778,9.5666647
IL,13,0,30.04618698,9.5666647,0,2.6,2004,0,0.645740893,2,0,12.9859388,0,8.89748043,0,2.418131067,1.860100821,0,0,1,0.93005041,0.93005041,9.5666647
CA,50,0,9.637914112,9.5666657,0,-8,2006,1,0.156049469,4,1,14.2857143,0,32.00197174,0,-26.76123343,13.38061671,3.345154178,3.345154178,1,3.345154178,3.345154178,9.5666657
KS,3,1,11.46962373,-9.5666657,1,-2.6,2004,0,0.292777808,2,0,15.3333333,2.815402175,-26.93401141,2.815402175,-7.320045654,5.630804349,0,0,0,0,2.815402175,9.5666657
IL,14,0,19.57756767,9.5666657,0,-8,2006,0,1.374045459,4,1,5.1724138,0,-55.18192757,0,46.14517057,-23.07258529,0,-5.768146322,1,-5.768146322,-5.768146322,9.5666657
CA,50,0,21.92494332,9.5666657,0,2.6,2004,0,0.026882542,2,0,9.8319328,0,-21.27583966,0,-5.782284533,-4.447911179,0,0,1,-2.22395559,-2.22395559,9.5666657
KS,3,1,30.92286269,-9.5666657,1,8,2006,0,0.989912768,4,1,14.9026249,1.469401465,-14.05727259,1.469401465,11.75521172,5.877605859,0,1.469401465,0,0,1.469401465,9.5666657
IL,16,0,31.41680971,9.5666657,0,-8,2006,0,1.83310215,4,1,10.335689,0,-5.786599814,0,4.838968975,-2.419484487,0,-0.604871122,1,-0.604871122,-0.604871122,9.5666657
IL,14,0,37.25824475,9.5666657,0,2.6,2004,0,7.642828398,2,0,2.0408163,0,-95.81084664,0,-26.03918743,-20.03014418,0,0,1,-10.01507209,-10.01507209,9.5666657
IL,16,0,38.16623057,9.5666657,0,2.6,2004,0,1.330484755,2,0,12.4056999,0,3.346529777,0,0.909509927,0.699623021,0,0,1,0.34981151,0.34981151,9.5666657
FL,13,0,10.60161771,9.5666667,0,2.6,2004,1,-0.622667779,2,0,9.6314908,0,-23.19340369,0,-6.303433733,-4.848795179,-2.42439759,0,1,-2.42439759,-2.42439759,9.5666667
OH,1,0,4.417507836,9.71,0,-8.6,2018,0,-1.918249824,16,1,3.9800995,0,-25.70034239,0,22.76240417,-42.34865893,0,-2.646791183,1,-2.646791183,-2.646791183,9.71
OH,1,0,18.42508766,9.71,0,1.1,2016,0,-0.414010611,14,0,4.9205148,0,-32.02162769,0,-3.627578832,-46.16918514,0,0,0,0,-3.297798938,9.71
WA,6,1,37.97115048,9.7666673,1,-2.6,2004,0,1.47886435,2,0,11.6438356,-0.874095525,-8.537000186,-0.874095525,2.272648366,-1.748191051,0,0,0,0,-0.874095525,9.7666673
WA,6,1,41.19820604,9.7666673,1,8,2006,0,0.917599554,4,1,12.2673435,-1.165879935,-11.38676144,-1.165879935,-9.327039482,-4.663519741,0,-1.165879935,0,0,-1.165879935,9.7666673
MI,10,0,35.13116975,9.78,1,-10.6,2008,0,1.111392372,6,0,19.1707054,0,39.5497375,4.04394044,-42.86576866,24.26364264,0,0,1,4.04394044,4.04394044,9.78
MI,10,0,46.9516522,9.78,1,6.8,2010,0,0.886918837,8,1,20.3410475,0,31.07051797,3.176944578,21.60322313,25.41555662,0,3.176944578,0,0,3.176944578,9.78
IL,3,1,29.1244367,9.83329,1,-5.7,2014,0,0.48050115,12,1,22.9202037,5.57490459,54.81965356,5.57490459,-31.77695616,66.89885508,0,5.57490459,1,5.57490459,5.57490459,9.83329
WA,10,1,17.33043323,9.84,1,-1.1,2016,0,-0.362863896,14,0,13.1558935,-1.003964765,-9.879013286,-1.003964765,1.104361241,-14.05550671,0,0,1,-1.003964765,-1.003964765,9.84
WA,10,1,23.0880311,9.84,1,8.6,2018,0,-0.502722,16,1,14.7717842,-0.874528186,-8.605357353,-0.874528186,-7.520942402,-13.99245098,0,-0.874528186,0,0,-0.874528186,9.84
MN,1,1,0.758322342,-9.87,1,-1.1,2016,0,-0.429869838,14,0,16.9969512,2.837092935,-28.00210727,2.837092935,-3.120802229,39.71930109,0,0,1,2.837092935,2.837092935,9.87
NC,7,1,7.362272417,-9.88,0,-6.8,2010,0,0.584946572,8,1,13.1692308,6.22751265,-61.52782499,0,-42.34708602,49.8201012,0,6.22751265,1,6.22751265,6.22751265,9.88
NC,7,1,37.68870563,-9.88,0,10.6,2008,0,2.491630265,6,0,9.2084006,3.52180069,-34.79539082,0,37.33108731,21.13080414,0,0,0,0,3.52180069,9.88
FL,25,0,16.93109984,9.8999997,0,-8,2006,0,0.417715846,4,1,10.1102941,0,-8.219633367,0,6.642128175,-3.321064087,0,-0.830266022,1,-0.830266022,-0.830266022,9.8999997
IN,2,0,-7.954196006,9.9000007,0,-8,2006,0,-1.82616205,4,1,11.3144759,0,3.701766465,0,-2.991326225,1.495663113,0,0.373915778,1,0.373915778,0.373915778,9.9000007
IN,2,0,9.632742766,9.9000007,0,2.6,2004,1,-0.723954534,2,0,9.9502488,0,-20.84583341,0,-5.474662933,-4.211279179,-2.10563959,0,1,-2.10563959,-2.10563959,9.9000007
OH,13,1,11.46439746,9.92,0,-6.8,2010,0,-0.53323011,8,1,4.3098064,-2.63191175,-26.10856456,0,17.8969999,-21.055294,0,-2.63191175,1,-2.63191175,-2.63191175,9.92
OH,13,1,29.40842515,9.92,0,10.6,2008,1,1.43160727,6,0,3.9269912,-1.75960871,-17.4553184,0,-18.65185233,-10.55765226,-1.75960871,0,0,0,-1.75960871,9.92
PA,16,0,15.80407401,9.96667,0,-1.2,2012,0,-0.201590237,10,0,14.1221374,0,-21.08313419,0,2.538436712,-21.15363927,0,0,0,0,-2.115363927,9.96667
CA,44,0,2.382331273,9.98,1,-10.6,2008,0,-0.843924386,6,0,13.7276786,0,-13.96288187,-1.39908636,14.83031542,-8.394518161,0,0,1,-1.39908636,-1.39908636,9.98
CA,44,0,11.22701355,9.98,1,6.8,2010,0,-1.08706432,8,1,16.3985149,0,-7.640568463,-0.765588022,-5.205998552,-6.124704178,0,-0.765588022,0,0,-0.765588022,9.98
CO,7,1,12.72663284,10.00009,1,1.2,2012,0,-0.588503429,10,0,19.5168468,3.281313104,32.81342636,3.281313104,3.937575725,32.81313104,0,0,1,3.281313104,3.281313104,10.00009
NV,2,0,37.7992589,10.0002,0,5.7,2014,0,1.989320378,12,1,6.6063348,0,-12.74334908,0,-7.263563704,-15.29171306,0,-1.274309422,0,0,-1.274309422,10.0002
CT,2,1,22.13647691,10.0666,1,-5.7,2014,0,0.219238086,12,1,17.6020408,0.25674169,2.584515896,0.25674169,-1.463427633,3.080900279,0,0.25674169,1,0.25674169,0.25674169,10.0666
MI,1,0,6.856807033,10.10021,0,5.7,2014,0,-1.754117367,12,1,10.1883562,0,23.3083756,0,13.15395828,27.69254374,0,2.307711978,0,0,2.307711978,10.10021
CO,7,1,15.38410541,10.12,1,-1.1,2016,0,-0.490168466,14,0,14.1167192,-0.043139065,-0.436567337,-0.043139065,0.047452971,-0.603946908,0,0,1,-0.043139065,-0.043139065,10.12
CO,7,1,25.00724839,10.12,1,8.6,2018,0,-0.384181823,16,1,14.8531952,-0.793117186,-8.026345925,-0.793117186,-6.820807802,-12.68987498,0,-0.793117186,0,0,-0.793117186,10.12
NM,2,0,28.90165587,10.13339,0,5.7,2014,0,0.4724208,12,1,8.7837838,0,9.151865571,0,5.147895596,10.83767494,0,0.903139578,0,0,0.903139578,10.13339
WA,6,1,23.06106139,10.18,1,-1.1,2016,0,0.049094787,14,0,14.5564822,0.396623935,4.037631659,0.396623935,-0.436286329,5.552735092,0,0,1,0.396623935,0.396623935,10.18
WA,6,1,27.77341018,10.18,1,8.6,2018,0,-0.182456807,16,1,16.3485477,0.702235314,7.148755494,0.702235314,6.039223698,11.23576502,0,0.702235314,0,0,0.702235314,10.18
TX,23,0,-8.569239283,10.2333347,0,-8,2006,0,-2.997025936,4,1,7.1786311,0,-38.4970788,0,30.09543217,-15.04771609,0,-3.761929022,1,-3.761929022,-3.761929022,10.2333347
TX,23,0,10.8169086,10.2333347,0,-8,2006,0,-0.29649047,4,1,7.1786311,0,-38.4970788,0,30.09543217,-15.04771609,0,-3.761929022,1,-3.761929022,-3.761929022,10.2333347
NJ,5,0,11.08439988,10.2333347,0,-8,2006,0,-0.131144211,4,1,14.1897565,0,33.25011404,0,-25.99357103,12.99678551,0,3.249196378,1,3.249196378,3.249196378,10.2333347
NJ,5,0,16.46162898,10.2333347,0,2.6,2004,1,-0.051940195,2,0,11.7842324,0,-2.779946665,0,-0.706305573,-0.543311979,-0.27165599,0,1,-0.27165599,-0.27165599,10.2333347
TX,23,0,17.70531264,10.2333347,0,-8,2006,0,0.663080226,4,1,7.1786311,0,-38.4970788,0,30.09543217,-15.04771609,0,-3.761929022,1,-3.761929022,-3.761929022,10.2333347
TX,23,0,25.06633746,10.2333347,0,-8,2006,0,1.688488095,4,1,7.1786311,0,-38.4970788,0,30.09543217,-15.04771609,0,-3.761929022,1,-3.761929022,-3.761929022,10.2333347
TX,23,0,26.23557958,10.2333347,0,-8,2006,0,1.851366241,4,1,7.1786311,0,-38.4970788,0,30.09543217,-15.04771609,0,-3.761929022,1,-3.761929022,-3.761929022,10.2333347
TX,23,0,28.74094298,10.2333347,0,-8,2006,0,2.200369186,4,1,7.1786311,0,-38.4970788,0,30.09543217,-15.04771609,0,-3.761929022,1,-3.761929022,-3.761929022,10.2333347
